Sal,CNO
0.52488838137695,0.523935380432854
0.524947123221226,0.524111027728448
0.525467370517787,0.524597470087411
0.525864731483313,0.524360763951032
0.525371786960593,0.52401494377463
0.525344533884025,0.523649198997091
0.525880245948562,0.52401082478453
0.526170660161305,0.523627795986225
0.526754882949897,0.522850910731302
0.527028075678019,0.521886727739959
0.526796323736904,0.521963518708821
0.526904752190662,0.521836087440072
0.526676309276095,0.521253015048433
0.527386661587513,0.521502517016356
0.527945062673213,0.521642986864931
0.528348056495185,0.521113410016045
0.528484652076538,0.520206831553132
0.528908993982883,0.520345349483223
0.529480194962559,0.520174060843317
0.529265960734217,0.521036668608286
0.52901689155622,0.520883643538282
0.529666537223585,0.521023754591034
0.530255417199884,0.521096633911043
0.530194612967227,0.521238299605429
0.5311336949189,0.521740189132976
0.531795543057737,0.522080905653285
0.531990849018375,0.522282933017787
0.531955082696149,0.522206805282553
0.532026229590648,0.522715330297208
0.532535811070294,0.522627660824283
0.532929591652575,0.522508426585175
0.532833398638133,0.522330226645545
0.533084434271928,0.522106462586078
0.53358457798878,0.521996851567587
0.533920570081355,0.522012147587032
0.533749393652906,0.522216957107987
0.534194563817531,0.521733347728288
0.534550948449365,0.521321926503414
0.535149415133613,0.521043003161846
0.535428001267798,0.520428576996981
0.535432976281174,0.519846240812977
0.53547944467126,0.520086924085333
0.535522829712726,0.519789501001388
0.535828596068156,0.519896363795766
0.535690498920005,0.520040696285156
0.535904475362055,0.519937894563712
0.536158326146037,0.519753721608088
0.536438844687712,0.520198380260282
0.5368365232072,0.520075916782788
0.53671684004736,0.520482564641038
0.536946839262901,0.520674567763209
0.537520743120704,0.520639633972217
0.537672876397472,0.521127346928096
0.538217577190816,0.521162029603934
0.53811897716048,0.521364537742332
0.538307402840793,0.521905363978677
0.538658808622311,0.52212530645531
0.539047584649283,0.522445933624271
0.539035065857736,0.523010087868976
0.539166573048317,0.523092536116414
0.539878997712184,0.523071576895713
0.53971789553198,0.523493388459743
0.539848767019207,0.523588795051376
0.539927056159818,0.524097449262245
0.539596855548366,0.523853881394355
0.540132257543003,0.524026409242538
0.54018790699467,0.524370522416085
0.540379982216114,0.524434345463169
0.540107923065087,0.524590844067212
0.540225183822605,0.524846575578894
0.540075369750686,0.524824665787111
0.539679078407484,0.524984215276415
0.539328777428551,0.524945810815617
0.539898595538991,0.525393704266478
0.539975721190769,0.525646611882128
0.540393847016899,0.525567214912014
0.540257652942541,0.525263016548336
0.540888518175669,0.525002101247221
0.541086448713771,0.524795811528282
0.541176739835895,0.532419723634204
0.541369517895613,0.532636487143035
0.542049448706117,0.532436968429841
0.542364575689923,0.532937828306502
0.542810557179943,0.532138093722742
0.542955033328989,0.53209575890554
0.543480274553087,0.531954096037317
0.543951966484847,0.531764853709523
0.544304243204786,0.531011629220219
0.544800981935645,0.531143978744956
0.545555211849424,0.530869108271334
