Sal_ALL,CNO_ALL,Sal_FAIL,Sal_SUCC,CNO_FAIL,CNO_SUCC
0.605716517855195,0.596355805011406,0.616752099614275,0.615336928296137,0.581873348390062,0.627973866719473
0.59144008651105,0.573279877203725,0.570963915912875,0.602381328779847,0.566675978897361,0.643820475871908
0.40386492508436,0.460155300393931,0.437700490106173,0.491115044535245,0.367558915003358,0.431843336634586
0.652155423505772,0.642208529213463,0.63124964549699,0.645897879462369,0.608640967093774,0.66030277665949
0.61538253491765,0.645090035607159,0.657192759782296,0.640528716033749,0.610617843796889,0.629959645016059
