FAIL,SUCC
0.193548387096774,0.149425287356322
0.172043010752688,0.181818181818182
0.133333333333333,0.116402116402116
0.183333333333333,0.156862745098039
0.12962962962963,0.184615384615385
0.15,0.139393939393939
0.107142857142857,0.156862745098039
0.157407407407407,0.14
0.21875,0.16
0.183006535947712,0.162162162162162
0.238095238095238,0.19047619047619
0.134920634920635,0.10752688172043
0.186991869918699,0.146341463414634
0.142857142857143,0.0987654320987654
0.177777777777778,0.166666666666667
0.149425287356322,0.104166666666667
0,0
0.217948717948718,0.233333333333333
0.0555555555555556,0.192982456140351
0.19047619047619,0.19047619047619
0.176470588235294,0.174603174603175
0.219512195121951,0.127450980392157
0.181818181818182,0.211538461538462
0.232323232323232,0.0864197530864197
0.166666666666667,0.19047619047619
0.193333333333333,0.2
0.148936170212766,0.172222222222222
0.121951219512195,0.140625
0.181818181818182,0.145299145299145
0.166666666666667,0.219298245614035
0.203703703703704,0.162162162162162
0.222222222222222,0.140350877192982
0.209876543209877,0.141843971631206
0.193548387096774,0.118279569892473
0.148148148148148,0.113333333333333
0.134615384615385,0.131147540983607
0.211111111111111,0.166666666666667
0.16260162601626,0.102564102564103
0.166666666666667,0.2
0.135416666666667,0.173913043478261
0.147058823529412,0.155172413793103
0.139784946236559,0.16
